public department pwd portfolio uttar pradesh,53.125
jabardasti ka forced neta told pti,44.4
chief minister mulayam singh yadav,36.61904762
jabardasti ka forced neta maurya,36
assembly election allies apna dal sonelal,31.5
deputy chief minister lotus,29.49404762
municipal corporations plastic waste,23
maurya allayed fears,22.25277778
suheldev bharatiya samaj ,21.33333333
pwd minister exuded confidence,20.81349206
winning urban local body elections,20.53333333
urban local body polls,17.46666667
signage maurya mlas,16.975
prime minister narendra modi,16.78571429
urban local body elections,15.53333333
minimise construction wastage,14.77777778
months ,14.33333333
bharatiya janata ,14.16666667
gujarat assembly elections,13.9
pwd minister ,13.41071429
prime minister ,11.78571429
urban local bodies,10.8
local mlas ,10.8
jabardast superb neta,10.4
jabardast neta superb,10.4
neta leader,10.06666667
pe rcent,9.5
lok ,9.4
months,9.333333333
phases ,9
recycling material,9
partys poll prospects,9
cent,9
himachal pradesh,9
bloom prominently ,9
assembly elections,8.9
sunday ,8.875
months earlier,8.333333333
central road fund,8.166666667
technology,8
roads,8
construct bridge,8
asian development bank,8
road ,7.666666667
december maurya,7.6
election partners,6
apna dals,6
funds,5.875
exuding confidence,5.5
polls,5.333333333
sbsp ,5
gujarat,5
optimistic,4.777777778
mention,4.777777778
informed,4.777777778
holds,4.777777778
aiming,4.777777778
road ,4.666666667
public,4.5
construct roads,4.333333333
construct ,4.333333333
bjp government,4.333333333
pwd,4.25
road passes,4.166666667
road everyday,4.166666667
days,4
special repairing,4
sankalp pledge,4
roads ,4
project ,4
previous government,4
project,4
november ,4
native ,4
adopt,4
maharashtra visited,4
input cost,4
happen ,4
reduced,4
freedom fighter,4
display details,4
current technology,4
comfortable majority,4
laid,4
bridges,3.666666667
incomplete bridges,3.666666667
foundation stone,3.5
comprehensive win,3.5
bjps relationship,3.5
coming,3.5
party,3.333333333
bjp,2.333333333
road,2.166666667
technology,2
roads,2
development,2
bridges,1.666666667
win,1.5
relationship,1.5
foundation,1.5
decided,1.5
varanasi,1
understand,1
trend,1
team,1
target,1
sweep,1
strain,1
september,1
routine,1
roadblock,1
register,1
reducing,1
prove,1
plans,1
people,1
nation,1
nabard,1
mentioned,1
martyr,1
life,1
laying,1
interview,1
increase,1
inauguration,1
forge,1
effort,1
continue,1
contest,1
constructing,1
completed,1
centre,1
bloomed,1
average,1
attachment,1
announced,1
www.hindustantimes.com/assembly-elections/bjp-has-its-plan-ready-to-address-crucial-challenges-on-modi-s-homeground/story-CsI59YA1G1vRIVst72qKHM.html,
Word,Rake Ranking
fractured social coalition sample idars demographics rough official estimates ,100
bjp jatinbhai patel told ht bjp tells ,47.09166667
north gujarat district bjp chief amit shah,35.23333333
main bus stand hindustan times spoke,33.5
wooing castes numerically scattered,31.5
local journalist dalit complaints,29.5
source named specific obc subcastes,28.41666667
introducing economically backward classes category,25
chanasma assembly segments kamboi village,23.66666667
distance patel launched,21.625
organisation bharat pandya ,21.5
kshatriya mocked bjps attempt,21.25
power structure congress rule led,21
hindutva bjp leader,20.86666667
supreme court congress ,20.66666667
link congress leader ahmed patel,20.425
patan bazaar binodbhai patel runs,18.125
peoples continued faith,16
jai bajrang bali ,16
ahmedabads magnet corporate park,16
patel mlas mps,15.625
lawlessness muslim domination attacks,15.33333333
patel unrest bharat pandya,15.125
president deputy cm,15
prime minister narendra modi,14.66666667
sewa welfare ,14.66666667
retain ,14.35833333
pandya argued,13.5
sabarkanthas idar assembly constituency,13.16666667
time muslim raj,12.83333333
hardik patel alpesh thakor,12.70833333
castes patels,12.42857143
obc muslims dalits,10.66666667
top bjp leader,10.53333333
specific women youth,10.5
bjps disciplined structure,10.25
decades modi wooing,10.16666667
senior leader ,10.13333333
wields tremendous power,10
pandya ,10
gujarat bjp spokesperson,9.733333333
constitutional framework bjp,9.733333333
bjp ,9.733333333
tall patel leaders,9.625
services tax patel,9.625
addressed patel demand,9.625
prominent thakor leader,9.55
local leaders,9.5
bjps dalit candidate,9.25
obc centric meetings,9.166666667
bjp raj ,9.066666667
idar ,9
substantial demographic blocks,9
bihar,9
chunk n,9
congress activities,9
rahul gandhi rallies,9
prediction true,9
notebandi demonetisation destroyed,9
congress raj,9
mass contact programmes,9
broadly remained intact,9
tribalspecific campaign,9
close patel aide,8.625
elections draw closer,8.5
congress ticket distribution,8.5
manage discontent ,8.333333333
gujarats patidar agitation,8.166666667
traditional congress voters,8
suddenly remembered terrorism,8
partys strategy rests,8
community space ,8
party workers vistaraks,7.916666667
contenders ,7.833333333
respected patidar organisations,7.666666667
alliance ,7.666666667
north gujarat,7.5
patels kshatriyas,7.428571429
ketan patels mood,7.428571429
meeting party workers,6.916666667
idar bazaar,6.5
muslim raj,6.333333333
obc unrest,6.166666667
assembly elections,6.166666667
patels bjp,6.161904762
patan district,6
castes,6
patel candidate,5.958333333
hardik patel,5.958333333
teach bjp,5.733333333
finally bjp,5.733333333
bjp ,5.733333333
congress ,5.5
dalit votes,5.466666667
support patels,5.428571429
patel votes,5.425
business,5.333333333
patidar agitation,5.166666667
obc ,5.166666667
obc groupings,5.166666667
thakor candidate,5.083333333
ministers,5
scheduled castes,5
patan ,5
national president,5
moving ,5
moved ,5
historic district,5
gujarat ,5
congress rival,5
congress ,5
congress era,5
community ,5
bjps challenge,5
party workers,4.916666667
business,4.75
vehicles,4.666666667
thakor votes,4.55
reservations ,4.5
remind patels,4.428571429
reservation ,4.333333333
legs,4.333333333
explains ,4.333333333
ahmedabad ,4.333333333
vora ,4
vora ,4
element,4
ten ministers,4
sweet shop,4
swaminarayan sect,4
shape opinions,4
sarkhejgandhinagar highway,4
reserved constituencies,4
remains ,4
reasons stitching,4
ramanlal vora,4
quiet confidence,4
protecting reservations,4
passionate attack,4
panna ,4
paint shop,4
medias coverage,4
media centre,4
magnesh prajapati,4
kham kshatriyaharijanadivasimuslim,4
jignesh mewani,4
insurance policy,4
hawks ,4
close,4
benefits,4
reservation,4
family,4
direction ,4
delhi deputed,4
dared fire,4
curry favour,4
crore people,4
critical ,4
consistently outperformed,4
booth ,4
booth ,4
anarchic,4
formidable challenge,3.75
challenge dealing,3.75
bjp,3.733333333
vote share,3.666666667
prajapatis thakors,3.666666667
hostile thakors,3.666666667
ground fourth,3.666666667
dont vote,3.666666667
patel,3.625
spoke,3.5
seat ,3.5
devising,3.5
votes winning,3.3
ground situation,3.166666667
runs,3
kshatriya,3
gujarat,3
district,3
congress,3
castes,3
modi,2.666666667
time,2.5
muslims,2.5
dalits,2.5
constituency,2.5
patels,2.428571429
hardik,2.333333333
party,2.25
voters,2
terrorism,2
strategy,2
organisations,2
mood,2
meeting,2
discontent,2
community,2
close,2
alliance,2
votes,1.8
challenge,1.75
vote,1.666666667
thakors,1.666666667
ground,1.666666667
winning,1.5
situation,1.5
seat,1.5
week,1
wait,1
unique,1
tribals,1
stuck,1
step,1
spent,1
sidelined,1
shifting,1
set,1
seeking,1
security,1
seats,1
sabarkantha,1
roadmap,1
represented,1
representatives,1
repeat,1
remember,1
reckoning,1
rebels,1
reach,1
range,1
promised,1
prison,1
precisely,1
poor,1
pocket,1
playing,1
owner,1
overcome,1
months,1
model,1
margin,1
managing,1
mainstay,1
lost,1
lesson,1
incomes,1
hub,1
himmatnagar,1
happening,1
formula,1
equal,1
depending,1
december,1
crucially,1
country,1
counted,1
complained,1
collectively,1
change,1
bunch,1
battle,1
banking,1
backwards,1
atrocities,1
angry,1
air,1
add,1
acute,1
www.hindustantimes.com/assembly-elections/first-time-voters-in-himachal-come-out-for-better-job-educational-opportunities/story-K4G0QAFKX0Xa6EQ86AzwtJ.html,
Word,Rake Ranking
chief electoral officer ceo pushpender rajput teams,73.66666667
tribal kinnaur ,32.25
voter verifiable paper audit trail,23.25
franchise political party talks,23.16666667
youth firsttime voters ,20.1
schools kinnaur district,16.25
promise isha thakur,16
lakh firsttime voters,15.35
mashobra firsttime voter,15
bharatiya janata ,15
harshit sharma,14.5
voters,14.26666667
main political partiesthe congress,14.16666667
anshul mehta,12
educational institutions,9.166666667
vidhan sabha ,9
theog assembly segment,9
social media interface,9
providing adequate representation,9
adequate representation,9
youth voters ,8.35
electronic voting machine,8
educational infrastructure,8
firsttime voter,7
voters,6.1
voter,5.75
district administration,5.25
political parties,5.166666667
educational,5
youth voices,4.75
future,4.333333333
mla,4
doctors,4
vvpat system,4
polling booth,4
issues ,4
huge ,4
health facilities,4
health care,4
facetoface interaction,4
election commission,4
decisive ,4
creating jobs,4
upset,4
vote ,3.5
job opportunities,3.5
time,3.5
district,3.25
youth,2.75
congress,2.5
bjp,2.5
voting,2
vote,1.5
time,1.5
parties,1.5
opportunities,1.5
mla,1.5
women,1
voted,1
undertaken,1
thanedhar,1
teachers,1
study,1
speeches,1
sensitise,1
sanjauli,1
reach,1
raise,1
platform,1
pathetic,1
nation,1
motivate,1
morning,1
mind,1
interacted,1
hospitals,1
hope,1
ground,1
government,1
figure,1
fielded,1
failed,1
exercise,1
excitement,1
excited,1
electorates,1
education,1
drives,1
drew,1
dont,1
demand,1
curious,1
condition,1
college,1
choice,1
cast,1
candidates,1
candidate,1
age,1
www.hindustantimes.com/assembly-elections/for-gujarat-elections-parties-mix-jokes-and-jibes-to-duel-on-social-media/story-megjy3H59KVoiwkNmOTL0H.html,
Word,Rake Ranking
fool jo jo pacha chetri ja beware dont ,109
video ek tha modi views claimed,76.83333333
party chief amit shahs town hall programme targeting youth,74.11111111
patidar leader hardik patel patidar anamat andolan samiti,69.83333333
delhis office monitors implementation bjps social media drive kicked,69.2
august patidar rally demanding obc reservation benefits ,63.25
popular mood party vice president rahul gandhi peppered,57.11111111
successful social media campaign vikas gando ,53.99166667
positive campaign gupta explained war set,49
partys technology chief amit malviya flips,47.41666667
vikas gando ,47.125
campaign hu chu vikas hu chu gujarat,40.54166667
tasted success mixing local flavour,40.16666667
campaigning ,37.16666667
alleged police violence ago,36.16666667
troops comprising video editors graphic designers,36
trifurcated antibjp antiprime minister narendra modi,35.66666667
social media doesnt ,32.86666667
bollywood blockbuster sholay gandhi ,32.5
poll dates inch closer ,29.33333333
vikas gando thayo che ,29.125
congress partys social media campaign running,28.28333333
streets social media analysts ,25.2
duped dhanyavad mota saheb ,25
answer vikas development,24.625
running ,24.5
laid months ago malviya,24.25
online engagement rohan gupta,23.5
fulfilled gupta ,23.33333333
november views,23.16666667
people monitoring television channels,22.66666667
local language messaging ,22.5
gujarat naresh gupta cofounder,21.75
partys social media campaign,20.03333333
bjps digital war ,20
modiji aaya pacha chetrva,19.5
mara hara chetri gaya,19.5
bjps social media campaign,19.36666667
party tasted success,17.94444444
assembly polls inch closer,17
viral vikas memes include,16.79166667
malviya,16.41666667
trend backfirethere,16.33333333
term gabbar singh tax,16
quiet digital operation centre,16
fictional robber gabbar singh,16
famous televised quiz ,16
services tax viral,15.66666667
people busy roundtheclock,15.66666667
mount increasingly acerbic attacks,15
team ,14.5
calls surrogates fake facebook,14.5
bharatiya janata ,14.44444444
voters rhetoric,14
bjps facebook ,14
team travelled gujarat,13.75
sixth straight assembly election,13.33333333
patidar ,13.25
social ,13.2
social media communication,13.2
twitter accounts time,12.66666667
campaign malviya ,12.58333333
local leader travelling,12.33333333
surprise gupta ,11.5
neighbour swetang patel,11.5
war content,10.5
social media,10.2
video campaign,10.16666667
opposition party realise,10.11111111
major political party,10.11111111
concerted campaigns,10
ahmedabad gupta heads,9.833333333
rs crore ,9.5
gujarat political leaders,9.25
positive campaign,9.166666667
told hindustan times,9
shooting editing posting,9
providing talking ,9
lok ,9
havent planned ,9
grassroots level ,9
final hurdle question,9
eyes glow occasionally,9
cramped bapunagar neighbourhood,9
advertisement agency bang,9
viral whatsapp message,8.666666667
yearold sagar savaliya,8.5
gujarati churned,8.5
central leaders ,8.5
volunteers training sessions,8
spread wildfire,8
political parties ,8
bjp fight sitting,7.833333333
caption vikas,7.125
team ,6.833333333
humour vikas,6.791666667
runaway ,6.333333333
negative campaign,6.166666667
highoctane campaign,6.166666667
party headquarters,6.111111111
party claims,6.111111111
party boasts,6.111111111
hours,6
fool,6
modi,5.666666667
odd people,5.666666667
named ,5.666666667
hit ,5.666666667
time,5.666666667
missed,5.5
language ,5.5
delhi,5.333333333
assembly election,5.333333333
south gujarat,5.25
middle gujarat,5.25
gujarat posted,5.25
personal attacks,5
gandhi,5
assembly constituencies,5
congress functionary,4.75
time ,4.666666667
twitter handles,4.5
team ,4.5
separate team,4.5
saurashtra central,4.5
lost swetang,4.5
gujarati hindi,4.5
fierce fight,4.5
facebook hurting,4.5
development,4.5
content writers,4.5
ruling bjp,4.333333333
bjp launched,4.333333333
bjp headquarters,4.333333333
leader,4.333333333
congress push,4.25
campaign,4.166666667
wrest power,4
whatsapp ,4
welloiled machinery,4
volunteers linked,4
extensively,4
uploaded videos,4
teething troubles,4
savaliya,4
rutted road,4
prize money,4
posters ,4
peoples sentiment,4
element,4
heartshaped pothole,4
gst chopped,4
grab eyeballs,4
mad,4
tired,4
geetika rustagi,4
gandhis coinage,4
fiercely fought,4
engineering student,4
elected representatives,4
ashoka road,4
actively fanning,4
legislators,3.5
chance,3.5
delhi,3.333333333
gujarat,3.25
humour,3.166666667
congress,2.75
voters,2.5
team,2.5
november,2.5
facebook,2.5
election,2.333333333
bjp,2.333333333
whatsapp,2
volunteers,2
parties,2
ahmedabad,2
humour,1.666666667
push,1.5
handles,1.5
chance,1.5
workers,1
win,1
websites,1
warned,1
waged,1
veteran,1
traffic,1
traders,1
tooth,1
telecast,1
tasked,1
sync,1
strength,1
streamed,1
spurn,1
spontaneous,1
speeches,1
september,1
sensing,1
rumors,1
reminiscent,1
reduce,1
read,1
ransacked,1
racked,1
race,1
quick,1
pushed,1
promises,1
profiling,1
procongress,1
politics,1
plunged,1
phrases,1
patidars,1
outpace,1
note,1
nail,1
metaphor,1
manifestation,1
mall,1
macbook,1
lure,1
love,1
locations,1
legislator,1
lamented,1
issues,1
isolation,1
inputs,1
house,1
hear,1
hands,1
gujaratis,1
grown,1
groundwork,1
friend,1
focus,1
fighting,1
fallen,1
event,1
entities,1
english,1
ellisbridge,1
driven,1
district,1
disseminated,1
dig,1
describe,1
december,1
death,1
dash,1
creator,1
created,1
conversation,1
connect,1
conducted,1
close,1
city,1
careful,1
bus,1
belief,1
background,1
attract,1
army,1
answered,1
www.hindustantimes.com/assembly-elections/we-will-criticise-pm-modi-but-won-t-disrespect-him-rahul-gandhi-in-gujarat/story-r9eq8Q6bHKubHlIE0U9caN.html,
Word,Rake Ranking
truth aur sach hai ke gujarat mein vikas pagal hogaya hai,131.9
poll bound gujarat gujarat votes,25.8
criticise prime minister narendra modi,19.83333333
congress leader rahul gandhi,18.5
touring north gujarat alleged,17.4
prime ministers position,9.333333333
spot modis faults,9
saturday claimed credit,9
news agency ani,9
manmohan singhs tenure,9
gst councils decision,9
cut tax rates,9
congress vice president,8.75
daily ,8
upa government gandhi,7.75
bjps development plan,7.5
prime minister,6.833333333
truth,6.5
gujarat,5.4
modi ,5
modi ji,5
congress speaks,4.75
bjps attacks,4.5
pm gandhi,4.25
sunday ,4
huge response,4
mad,4
election speech,4
disturb bjp,4
assembly elections,4
disrespect,3.5
gandhi,2.75
congress,2.75
government,2
development,2
pm,1.5
disrespect,1.5
speak,1
referring,1
receiving,1
quoted,1
pressure,1
opposition,1
matter,1
items,1
forced,1
floundered,1
difference,1
december,1
campaign,1
www.hindustantimes.com/authors/index.html,
Word,Rake Ranking
www.hindustantimes.com/autos/index.html,
Word,Rake Ranking
www.hindustantimes.com/bhopal/index.html,
Word,Rake Ranking
www.hindustantimes.com/bollywood/index.html,
Word,Rake Ranking
www.hindustantimes.com/bollywood/actresses-get-called-to-hotel-rooms-will-bollywood-s-weinsteins-be-challenged/story-R04IbpgCxR2Upwn4GxWQAO.html,
Word,Rake Ranking
biggest hit movies toilet ek prem katha,61.5
weeks next week biju paulose,61
coheads production house vishesh films indias film industry,58.14469697
moral cops film office,47.8
elaborating ive read,33
police havent filed formal charges,23.66666667
hollywood producer harvey weinstein prompted,23.5
malayalam film industry ,23.175
indian actress divya unny flew,22.75
complaintsdespite laws requiring indian companies,22.75
police womens rights activist,22.3030303
cinema bollywood produces demonstrates,21.83333333
dileep told reuters fans cheered,20.95238095
director film lipstick,20.8
indias film industry earlier,17.50833333
indian national association,16.25
unnys ,16
leading lady pictures,16
enemies raman pillai,16
badrinath ki dulhania ,16
gopalakrishnan padmanabhan pillai,15.5
told reuters unny ,15.42207792
worlds largest told reuters,15.28571429
decade told reuters,15.28571429
faced severe sexual exploitation,15.2
exploited bhatt told reuters,14.95238095
cunning blatantly ,14.33333333
attitude sexual harassment,13.64444444
indias film industry,13.50833333
false allegations bhatt,13.3030303
india alankrita shrivastava,13.13636364
bollywoods biggest producers,11.5
actress dileep denies,10.66666667
industry mukesh bhatt,10.54166667
upcoming film ,10.3
told reuters,10.28571429
bail month,10
indian women ,9.886363636
apex industry body,9.875
prominent film families,9.8
victim shaming,9.636363636
love shrivastava ,9.636363636
percent,9.5
completely false ,9.5
complaints bollywood,9.333333333
television producers guild,9
form internal committees,9
didnt ,9
commerce follow htshowbiz,9
report sexual harassment,8.644444444
investigate sexual harassment,8.644444444
film industry,8.175
stage dileep,8.166666667
lawyer flavia agnes,8
wrong,8
stage,7.5
directors hotel ,7.5
actresses called,7.5
phone harassment ,7.444444444
moral policing,7
portraying,7
industry ,6.208333333
director ,6.136363636
bollywood actresses,5.833333333
movie reuters,5.714285714
reports,5.636363636
hollywood ,5.5
created cinema,5.5
victims shrivastava,5
left ,5
films,5
companies ,5
sexual assault,4.7
prominent people,4.5
hotel ,4.5
awardwinning director,4.5
prevent harassment,4.444444444
harassment shared,4.444444444
harassment ranaut,4.444444444
harassment levelled,4.444444444
film,4.3
women involved,4
confident,4
vast majority,4
todays woman,4
telephone interview,4
survey conducted,4
stigma attached,4
shame perpetrators,4
controlled,4
publicly spoken,4
popular actor,4
people ,4
patriarchy functions,4
openly ,4
propositioned,4
compromises,4
lovekangana ranaut,4
hero stalking,4
dont ,4
brutally,4
distributed sweets,4
business meeting,4
bad ,4
hear,4
police,3.666666667
told,3.571428571
trial ,3.5
complaint mechanism,3.5
charge sheet,3.5
accusations ,3.5
india,2.5
director,2.5
allegations,2.5
harassment,2.444444444
women,2
lawyer,2
directors,2
depicted,2
called,2
complaint,1.5
charge,1.5
assault,1.5
accusations,1.5
workplace,1
wave,1
walked,1
unheard,1
unable,1
terms,1
succeed,1
stories,1
society,1
singled,1
simple,1
sexuality,1
sex,1
set,1
role,1
reported,1
reluctant,1
rejected,1
reflects,1
reference,1
rare,1
psychology,1
provide,1
prison,1
pretends,1
pm,1
offer,1
night,1
molesting,1
mentality,1
limited,1
knowledge,1
kidnapping,1
kerala,1
investigation,1
inspector,1
hard,1
happen,1
girl,1
framed,1
filmmakers,1
file,1
exploitative,1
experiences,1
excusing,1
examples,1
examination,1
entrenched,1
declined,1
decades,1
days,1
creators,1
court,1
confirm,1
common,1
committee,1
chairman,1
centuries,1
cautious,1
burkha,1
arrested,1
appeared,1
advances,1
accused,1
acclaimed,1
www.hindustantimes.com/bollywood/aishwarya-rai-bachchan-abhishek-amitabh-shweta-and-jaya-attend-a-mumbai-wedding-see-pics/story-bJMgMTy3lx2jzUxPAfn0GJ.html,
Word,Rake Ranking
pm pst bachchan bachchanfamily family beatifulfamily familybachchan amitabhbachchan abhishekbachchan shwetabachchan shwetananda shwetabachchannanda shwetanandabachchan jayabhaduri jayabhaduribachchan jayabachchan aishwaryaraiaishwaryaraibachchan,236.5
mumbai indian wedding colours womensfashion mensfashion weekendvibes love instagood,91.91666667
pm pst abhisheks sister shweta ,73.66666667
mumbai wedding bollywood stars aishwarya amitabh jaya abhishek,49.5
ranbir kapoors ae dil hai mushkil aishwarya,47.25
abhishekbachchan couture abujanisandeepkhosla absolutelylove shwetabachchan bachchan,45.5
pm pst earlier amitabh,29
daughterinlaw aishwarya rai wife jaya,27.58333333
daughter ,26
rakeysh omprakash mehras fanney khan,25
ajsk original trendsetters ,24.5
amitabh bachchan ,23.33333333
function lovely couple abhishekbachchan,21
bachchan family,16.5
sanjay leela bhansalis film,16
red ,16
amrita pritam follow htshowbiz,16
aishwaryas outing,15.5
dad amitabh bachchan,15
mumbai wedding,11.91666667
fabulousfashionchildren shwetabachchannanda,11.5
abhishek star,10
sandeep khosla sandeepkhosla,9
manav manglani manavmanglani,9
shweta,7.333333333
wedding,5.25
aishwarya,5.25
post shared,4.666666667
rishi kapoor,4
rajkummar rao,4
golden kurta,4
facebook ,4
emerged online,4
anil kapoor,4
abhishek,4
pictures,3.666666667
spotted,3.5
shared,2.666666667
spotted,1.5
wore,1
nov,1
lovebollywood,1
dresses,1
day,1
blue,1
bachchans,1
aishwaryarai,1
www.hindustantimes.com/bollywood/i-want-to-see-pakistan-before-i-die-want-my-children-to-see-their-roots-rishi-kapoor/story-7Vw3iNeXQV16Aj0a7w58oK.html,
Word,Rake Ranking
roots bas karva dijiye jai mata di follow htshowbiz,75
seeking azadi rishi wrote abdullahji salaam totally agree,57.5
roots bas karva dijiye ,42
farooq abdhulla ji salaam totally agree,39
kashmir chief minister farooq abdullah ,30.6
veteran actor rishi kapoor wishes,22.83333333
happen rishi tweeted,10.5
dewan basheswarnath kapoor,9.333333333
saturday jammu,8.333333333
sunday rishi,6.5
jammu,6.333333333
prithviraj kapoor,5.333333333
pakistanoccupied kashmir,4.6
kashmir ,4.6
kashmir held,4.6
